strategy,k,n_estimators,learning_rate,f1,elapsed_time
most_frequent,58,11,47,0.08989139515455305,0.232386
mean,148,11,1,0.4151108043861667,0.292458
most_frequent,223,11,1,0.4036702371561258,0.34522
most_frequent,208,11,47,0.09209562367457105,0.327832
mean,58,11,1,0.4299256192009815,0.185866
most_frequent,223,16,18,0.023141186299081035,0.435084
most_frequent,53,61,47,0.11211361737677528,0.802823
most_frequent,58,11,26,0.09223057644110276,0.215316
most_frequent,223,16,18,0.023141186299081035,0.437768
most_frequent,233,96,26,0.09743525480367586,2.322022
mean,208,76,1,0.42622504297408953,1.753051
mean,208,41,31,0.041897335932423646,0.947094
most_frequent,223,16,1,0.41548610160356925,0.445856
most_frequent,58,16,26,0.09924812030075189,0.306981
most_frequent,58,11,1,0.4299256192009815,0.219062
most_frequent,233,11,47,0.09209562367457105,0.330841
most_frequent,188,11,18,0.011929824561403509,0.333404
most_frequent,233,16,21,0.07936507936507937,0.448415
most_frequent,58,16,26,0.09924812030075189,0.30618
mean,208,61,95,0.1513256853607731,0.365173
most_frequent,188,41,1,0.4290113677604143,1.036793
most_frequent,223,16,18,0.023141186299081035,0.441975
most_frequent,223,96,21,0.0911985846970367,2.237206
most_frequent,58,11,1,0.4299256192009815,0.255806
mean,148,11,31,0.16929422321235185,0.271151
most_frequent,58,61,95,0.12571166974675746,0.439118
most_frequent,223,96,1,0.4234558122048588,2.278923
most_frequent,53,16,26,0.09690251269198638,0.276964
most_frequent,53,11,95,0.11349501700378892,0.156015
most_frequent,188,11,47,0.09209562367457105,0.316971
most_frequent,233,16,47,0.1498519307062404,0.449083
most_frequent,58,11,1,0.4299256192009815,0.216141
most_frequent,223,16,18,0.023141186299081035,0.458732
most_frequent,208,11,1,0.39975018060449036,0.338385
most_frequent,58,11,1,0.4299256192009815,0.226597
most_frequent,188,41,1,0.4290113677604143,0.994795
most_frequent,188,16,1,0.4143260530750997,0.433308
most_frequent,58,11,1,0.4299256192009815,0.215999
most_frequent,188,41,1,0.4290113677604143,0.94904
mean,58,11,1,0.4299256192009815,0.182056
most_frequent,58,41,1,0.438616577365624,0.572988
mean,188,76,47,0.16764611377614475,1.669768
mean,208,16,95,0.1513256853607731,0.175196
most_frequent,58,11,1,0.4299256192009815,0.214641
most_frequent,188,76,1,0.43178059852964507,1.678142
most_frequent,58,11,1,0.4299256192009815,0.215723
mean,58,76,1,0.43306102181006834,0.948157
most_frequent,188,61,95,0.21852416589258694,0.506182
most_frequent,208,61,1,0.43178059852964507,1.414814
most_frequent,58,76,1,0.43306102181006834,0.989171
mean,208,61,1,0.43178059852964507,1.461342
most_frequent,188,11,1,0.4290113677604143,0.317842
mean,58,76,1,0.43306102181006834,0.944591
most_frequent,208,76,1,0.42622504297408953,1.745382
mean,208,76,26,0.08642439431913117,1.699964
mean,208,41,1,0.43178059852964507,0.942216
most_frequent,188,76,47,0.16764611377614475,1.702621
most_frequent,58,11,1,0.4299256192009815,0.21746
most_frequent,58,11,95,0.12571166974675746,0.154489
mean,208,76,1,0.42622504297408953,1.784007
mean,58,11,1,0.4299256192009815,0.188157
mean,208,76,1,0.42622504297408953,1.735852
mean,208,16,26,0.11152882205513785,0.413162
mean,208,11,1,0.39975018060449036,0.299409
most_frequent,58,61,95,0.12571166974675746,0.419497
most_frequent,188,76,47,0.16764611377614475,1.733039
mean,208,76,1,0.42622504297408953,1.875458
mean,188,76,47,0.16764611377614475,1.745603
mean,188,41,1,0.4290113677604143,0.961969
most_frequent,188,41,1,0.4290113677604143,0.974024
most_frequent,233,41,1,0.40877049751954403,1.037863
most_frequent,188,11,1,0.4290113677604143,0.316674
most_frequent,208,76,1,0.42622504297408953,1.771875
mean,208,76,1,0.42622504297408953,1.760472
most_frequent,188,11,47,0.09209562367457105,0.326646
