strategy,k,n_estimators,learning_rate,f1,elapsed_time
mean,253,56,33,0.02592592592592593,1.326747
median,173,51,76,0.042829295460874404,0.450271
mean,263,36,36,0.04375332270069112,0.839847
mean,123,86,31,0.025370665721542913,1.468438
mean,138,56,48,0.10620648844333055,1.073116
median,48,11,9,0.14203403808666965,0.18442
median,198,96,14,0.023841655420602785,2.130934
median,63,81,15,0.02059779077322937,1.026285
median,203,46,58,0.03326335782476133,0.714682
median,33,1,92,0.37746201319656697,0.067763
mean,253,11,9,0.1501653512179828,0.312572
median,253,56,33,0.02592592592592593,1.334833
mean,63,81,36,0.028888888888888888,1.006233
median,63,81,9,0.1106516290726817,1.024764
mean,253,56,14,0.012730544309491675,1.277591
mean,203,46,58,0.03326335782476133,0.682037
median,123,86,9,0.11447743289848551,1.506346
mean,253,56,31,0.035964912280701755,1.282829
mean,198,56,33,0.017763157894736842,1.258726
mean,263,1,92,0.37746201319656697,0.072048
median,63,56,15,0.021303258145363407,0.748742
median,198,96,14,0.023841655420602785,2.145987
median,138,1,92,0.37746201319656697,0.077392
mean,123,86,31,0.025370665721542913,1.475806
median,203,1,58,0.37746201319656697,0.079021
median,33,36,92,0.04707281023070496,0.155912
median,63,81,76,0.04536340852130326,0.131173
median,173,11,76,0.042829295460874404,0.170126
mean,123,56,31,0.034702546622051265,0.988889
mean,123,86,31,0.025370665721542913,1.524669
median,48,56,33,0.11037037037037037,0.698453
median,48,56,48,0.057970778339036445,0.646357
median,48,36,9,0.1261904761904762,0.444515
mean,63,36,36,0.007407407407407407,0.480965
mean,253,56,15,0.012730544309491675,1.304079
median,63,81,9,0.1106516290726817,1.050131
median,63,46,58,0.049807852965747704,0.403275
median,48,11,15,0.05441938178780283,0.182468
mean,253,56,33,0.02592592592592593,1.332031
mean,173,51,48,0.08907685881370091,1.171996
mean,198,96,33,0.029707602339181287,2.287648
median,138,81,15,0.0016194331983805667,1.705954
median,173,11,9,0.13535053640316796,0.290814
median,253,56,92,0.02832508621982306,0.487693
median,138,56,48,0.10620648844333055,1.074309
median,33,81,92,0.04707281023070496,0.260664
median,203,46,31,0.03403773385197534,1.088577
median,33,1,92,0.37746201319656697,0.075912
median,33,1,92,0.37746201319656697,0.094146
median,48,56,92,0.035961699119593855,0.244014
median,173,1,92,0.37746201319656697,0.077385
mean,123,11,31,0.06214981899192427,0.234145
median,33,1,9,0.37746201319656697,0.069463
median,48,11,9,0.14203403808666965,0.174311
median,33,1,33,0.37746201319656697,0.067859
median,123,86,92,0.02091767881241565,0.535739
median,48,56,92,0.035961699119593855,0.229047
median,48,1,48,0.37746201319656697,0.070526
median,33,1,92,0.37746201319656697,0.067873
median,123,96,14,0.025323136902084264,1.655222
median,33,1,92,0.37746201319656697,0.067853
median,123,86,31,0.03833362868450588,1.48145
median,138,1,9,0.37746201319656697,0.079892
median,48,56,33,0.11037037037037037,0.658447
median,48,56,9,0.11507936507936507,0.651357
median,123,86,31,0.03833362868450588,1.493267
median,48,1,48,0.37746201319656697,0.06873
median,33,86,31,0.029820261437908495,0.874927
median,33,1,9,0.37746201319656697,0.067872
mean,33,86,31,0.029820261437908495,0.880573
median,33,96,14,0.0060428849902534115,0.98104
median,48,36,9,0.1261904761904762,0.44739
median,48,36,92,0.035961699119593855,0.181887
median,33,1,92,0.37746201319656697,0.07026
median,33,86,31,0.029820261437908495,0.903423
median,198,96,92,0.02091767881241565,0.750527
median,173,11,9,0.13535053640316796,0.286536
median,33,56,33,0.00809599756968178,0.618689
median,48,56,48,0.057970778339036445,0.601165
median,48,1,92,0.37746201319656697,0.067102
median,173,11,92,0.0317181843497633,0.159999
median,33,1,92,0.37746201319656697,0.068089
median,48,1,92,0.37746201319656697,0.067912
median,48,1,9,0.37746201319656697,0.068898
median,48,1,48,0.37746201319656697,0.06801
median,173,1,9,0.37746201319656697,0.078084
median,33,56,33,0.00809599756968178,0.593066
median,48,1,92,0.37746201319656697,0.068729
median,33,1,92,0.37746201319656697,0.067116
median,48,11,92,0.035961699119593855,0.104014
median,48,11,48,0.10798892656477792,0.174916
median,33,1,9,0.37746201319656697,0.066968
median,48,56,9,0.11507936507936507,0.652982
median,33,1,9,0.37746201319656697,0.068864
median,173,1,9,0.37746201319656697,0.078274
median,33,1,9,0.37746201319656697,0.067108
median,173,1,9,0.37746201319656697,0.07756
median,48,1,48,0.37746201319656697,0.066459
median,33,1,92,0.37746201319656697,0.066153
median,33,1,48,0.37746201319656697,0.066795
median,33,1,48,0.37746201319656697,0.066527
median,33,11,9,0.0639515455304929,0.162546
median,48,1,48,0.37746201319656697,0.068743
median,33,1,48,0.37746201319656697,0.067043
median,48,56,33,0.11037037037037037,0.66409
median,48,1,9,0.37746201319656697,0.067773
median,48,1,92,0.37746201319656697,0.066496
median,33,1,33,0.37746201319656697,0.067899
median,48,1,48,0.37746201319656697,0.067751
median,33,1,9,0.37746201319656697,0.06736
median,48,11,92,0.035961699119593855,0.106746
median,33,1,9,0.37746201319656697,0.069256
median,48,56,48,0.057970778339036445,0.600064
