strategy,k,penalty,c,solver,f1,elapsed_time
most_frequent,233,,4,newton-cholesky,0.6067689956504063,0.53995
most_frequent,193,,19,saga,0.5582184764744105,0.716153
most_frequent,233,l2,4,newton-cholesky,0.5246243628394659,1.41106
most_frequent,138,,3,saga,0.56577581803588,0.550876
most_frequent,138,,4,newton-cholesky,0.6199102370179443,0.51041
most_frequent,233,,4,saga,0.5498224864994732,0.853096
most_frequent,138,,3,saga,0.56577581803588,0.542392
most_frequent,233,l2,4,newton-cholesky,0.5246243628394659,1.402028
most_frequent,138,,4,newton-cholesky,0.6199102370179443,0.540667
most_frequent,138,,4,newton-cholesky,0.6199102370179443,0.549887
most_frequent,233,,4,newton-cholesky,0.6067689956504063,0.574876
most_frequent,138,l2,7,newton-cholesky,0.5323761423761424,0.658902
most_frequent,233,l2,7,newton-cholesky,0.5246243628394659,1.439686
most_frequent,138,l2,19,saga,0.56577581803588,0.55506
most_frequent,233,l2,4,newton-cholesky,0.5246243628394659,1.403221
most_frequent,138,,4,newton-cholesky,0.6199102370179443,0.509893
most_frequent,233,l2,4,saga,0.5498224864994732,0.849995
most_frequent,193,l2,19,saga,0.5582184764744105,0.71184
most_frequent,233,,4,newton-cholesky,0.6067689956504063,0.546512
most_frequent,138,,4,saga,0.56577581803588,0.534488
most_frequent,193,,4,newton-cholesky,0.6038798262713314,0.47229
most_frequent,193,,4,newton-cholesky,0.6038798262713314,0.464336
most_frequent,233,l2,4,saga,0.5498224864994732,0.862597
most_frequent,233,,4,saga,0.5498224864994732,0.831455
most_frequent,138,,4,saga,0.56577581803588,0.521881
most_frequent,233,l2,18,saga,0.5498224864994732,0.827462
most_frequent,138,l2,3,saga,0.5760009451237522,0.550505
most_frequent,138,,7,newton-cholesky,0.6199102370179443,0.511561
